State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Candidate Won
Maharashtra,Jalgaon,2,Gulabrao Baburao Deokar,Nationalist Congress Party,299240,3017,302257,27.77,loss
Maharashtra,Jalgaon,3,Rahul Narayan Bansode,Bahujan Samaj Party,3403,25,3428,0.31,loss
Maharashtra,Jalgaon,4,Ishwar Dayaram More (Maji Sainik),Bahujan Mukti Party,1238,24,1262,0.12,loss
Maharashtra,Jalgaon,5,Anjali Ratnakar Baviskar,Vanchit Bahujan Aaghadi,37164,202,37366,3.43,loss
Maharashtra,Jalgaon,6,Sant Shri Baba Mahahansaji Maharaj Patil,Hindusthan Nirman Dal,1288,7,1295,0.12,loss
Maharashtra,Jalgaon,7,Mohan Shankar Birhade,Rashtriya Samajwadi Party (Secular),664,6,670,0.06,loss
Maharashtra,Jalgaon,8,Sharad Gorakh Bhamre (Sutar),Rashtriya Janshakti Party (Secular),814,3,817,0.08,loss
Maharashtra,Jalgaon,9,Anant Prabhakar Mahajan,Independent,6557,5,6562,0.6,loss
Maharashtra,Jalgaon,10,Onkaraba Chensing Jadhav,Independent,3137,7,3144,0.29,loss
Maharashtra,Jalgaon,11,Mukesh Rajesh Kuril,Independent,1381,2,1383,0.13,loss
Maharashtra,Jalgaon,12,Lalit (Bunty) Gaurishankar Sharma,Independent,1108,0,1108,0.1,loss
Maharashtra,Jalgaon,13,Subhash Shivlal Khairnar,Independent,1628,1,1629,0.15,loss
Maharashtra,Jalgaon,14,Sancheti Rupesh Parasmal,Independent,3149,1,3150,0.29,loss
Maharashtra,Jalgaon,15,NOTA,None of the Above,10295,37,10332,0.95,loss
Maharashtra,Jalna,1,Autade Vilas Keshavrao,Indian National Congress,364348,856,365204,30.23,loss
Maharashtra,Jalna,2,Danve Raosaheb Dadarao,Bharatiya Janata Party,694945,3074,698019,57.78,loss
Maharashtra,Jalna,3,Mahendra Kachru Sonwane,Bahujan Samaj Party,9048,20,9068,0.75,loss
Maharashtra,Jalna,4,Uttam Dhanu Rathod,Aasra Lokmanch Party,2640,3,2643,0.22,loss
Maharashtra,Jalna,5,Ganesh Shankar Chandode,Akhil Bharatiya Sena,1562,5,1567,0.13,loss
Maharashtra,Jalna,6,Pramod Baburao Kharat,Bahujan Republican Socialist Party,1061,1,1062,0.09,loss
Maharashtra,Jalna,7,Feroz Ali,Bahujan Mukti Party,2013,4,2017,0.17,loss
Maharashtra,Jalna,8,Dr. Sharadchandra Wankhede,Vanchit Bahujan Aaghadi,76924,234,77158,6.39,loss
Maharashtra,Jalna,9,Adv. Trimbak Baburao Jadhav,Swatantra Bharat Paksha,5285,14,5299,0.44,loss
Maharashtra,Jalna,10,Annasaheb Devidasrao Ugale,Independent,1209,0,1209,0.1,loss
Maharashtra,Jalna,11,Anita Lalchand Khandade (Rajput),Independent,1739,6,1745,0.14,loss
Maharashtra,Jalna,12,Arun Chintaman Chavhan,Independent,2843,1,2844,0.24,loss
Maharashtra,Jalna,13,Ahemad Rahim Shaikh,Independent,1760,3,1763,0.15,loss
Maharashtra,Jalna,14,Nade Dnyaneshwar Dagduji,Independent,2678,1,2679,0.22,loss
Maharashtra,Jalna,15,Adv. Yogesh Dattu Gullapelli,Independent,3483,2,3485,0.29,loss
Maharashtra,Jalna,16,Ratan Aasaram Landge,Independent,6170,0,6170,0.51,loss
Maharashtra,Jalna,17,Raju Ashok Gawali,Independent,4081,0,4081,0.34,loss
Maharashtra,Jalna,18,Shahadev Mahadev Palve,Independent,4184,3,4187,0.35,loss
Maharashtra,Jalna,19,Sapkal Lilabai Dharma,Independent,1152,2,1154,0.1,loss
Maharashtra,Jalna,20,Sirsath Sham,Independent,1146,2,1148,0.1,loss
Maharashtra,Jalna,21,NOTA,None of the Above,15550,87,15637,1.29,loss
Maharashtra,Kalyan,1,BABAJI BALARAM PATIL,Nationalist Congress Party,215014,366,215380,24.19,loss
Maharashtra,Kalyan,2,RAVINDRA (PINTU) KENE,Bahujan Samaj Party,9604,23,9627,1.08,loss
Maharashtra,Kalyan,3,Dr. SHRIKANT EKNATH SHINDE,Shivsena,558023,1700,559723,62.87,loss
Maharashtra,Kalyan,4,Gautam Baburao Waghchaure,Bahujan Mukti Party,2660,2,2662,0.3,loss
Maharashtra,Kalyan,5,MILIND KAMBLE,Bharat Jan Aadhar Party,793,5,798,0.09,loss
Maharashtra,Kalyan,6,MUNIR AHMAD ANSARI,Indian Union Muslim League,1302,0,1302,0.15,loss
Maharashtra,Kalyan,7,MOHAMMED AHMED KHAN (AHMED NETA),Bahujan Maha Party,1030,1,1031,0.12,loss
Maharashtra,Kalyan,8,SALVE VINOD MANOHAR,Bhartiya Kisan Party,3260,1,3261,0.37,loss
Maharashtra,Kalyan,9,Dr. Suresh Abhiman Gawai,Bharat Prabhat Party,841,2,843,0.09,loss
Maharashtra,Kalyan,10,SANJAY HEDAOO,Vanchit Bahujan Aaghadi,65362,210,65572,7.37,loss
Maharashtra,Kalyan,11,Santosh Bhikaji Bhalerao,Ambedkarite Party of India,1078,3,1081,0.12,loss
Maharashtra,Kalyan,12,Habibur Rehman,Peace Party,1073,0,1073,0.12,loss
Maharashtra,Kalyan,13,Haresh Sambhaji Bramhane,Bahujan Republican Socialist Party,721,1,722,0.08,loss
Maharashtra,Kalyan,14,AJAYSHYAM RAMLAKHAN MORYA,Independent,1274,0,1274,0.14,loss
Maharashtra,Kalyan,15,Amrish Raj Morajkar,Independent,915,0,915,0.1,loss
Maharashtra,Kalyan,16,Asmita Pushkar Puranik,Independent,2511,1,2512,0.28,loss
Maharashtra,Kalyan,17,Chandrakant Rambhaji Mote,Independent,1365,0,1365,0.15,loss
Maharashtra,Kalyan,18,Zafarullah Gulam Rab Sayyed,Independent,495,0,495,0.06,loss
Maharashtra,Kalyan,19,DINKAR RANGANATH PHALAKE,Independent,1389,0,1389,0.16,loss
Maharashtra,Kalyan,20,Nafees Ansari,Independent,434,0,434,0.05,loss
Maharashtra,Kalyan,21,NARENDRBHAI MORE,Independent,690,0,690,0.08,loss
Maharashtra,Kalyan,22,YASMIN BANOO MOHD. SALIM,Independent,412,1,413,0.05,loss
Maharashtra,Kalyan,23,Mo. Yusuf Mo. Farooq Khan,Independent,429,0,429,0.05,loss
Maharashtra,Kalyan,24,Vinay Dubey,Independent,471,0,471,0.05,loss
Maharashtra,Kalyan,25,SHIVA KRISHNAMURTHY IYER,Independent,765,2,767,0.09,loss
Maharashtra,Kalyan,26,Sayyed Waseem Ali Nazir Ali,Independent,1093,0,1093,0.12,loss
Maharashtra,Kalyan,27,Suhas Dhananjay Bonde,Independent,1186,1,1187,0.13,loss
Maharashtra,Kalyan,28,SONALI ASHOK GANGAWANE,Independent,790,2,792,0.09,loss
Maharashtra,Kalyan,29,NOTA,None of the Above,12975,37,13012,1.46,loss
Maharashtra,Kolhapur,1,Dundappa Kundappa Shrikant Sir,Bahujan Samaj Party,4965,69,5034,0.38,loss
Maharashtra,Kolhapur,2,Dhananjay Mahadik,Nationalist Congress Party,476820,1697,478517,35.96,loss
Maharashtra,Kolhapur,3,Sanjay Sadashivrao Mandlik,Shivsena,745675,3410,749085,56.29,loss
Maharashtra,Kolhapur,4,Dr. Aruna Mohan Mali,Vanchit Bahujan Aaghadi,63251,188,63439,4.77,loss
Maharashtra,Kolhapur,5,Kisan Keraba Katkar,Baliraja Party,1899,3,1902,0.14,loss
Maharashtra,Kolhapur,6,Dayanand Maruti Kamble,Bahujan Republican Socialist Party,1560,10,1570,0.12,loss
Maharashtra,Kolhapur,7,Nagratna Siddharth,Bahujan Mukti Party,1417,4,1421,0.11,loss
Maharashtra,Kolhapur,8,Paresh Dattatray Bhosale,Independent,1088,4,1092,0.08,loss
Maharashtra,Kolhapur,9,Bajirao Sadashiv Naik,Independent,2051,4,2055,0.15,loss
Maharashtra,Kolhapur,10,Mane Arvind Bhiva,Independent,2119,3,2122,0.16,loss
Maharashtra,Kolhapur,11,Mulla Mushtak Ajij,Independent,3386,4,3390,0.25,loss
Maharashtra,Kolhapur,12,Yuvraj Bhimrao Desai,Independent,1753,5,1758,0.13,loss
Maharashtra,Kolhapur,13,Rajendra Balaso Koli (Galatage),Independent,2589,8,2597,0.2,loss
Maharashtra,Kolhapur,14,Sandeep Gundopant Sankpal,Independent,5954,1,5955,0.45,loss
Maharashtra,Kolhapur,15,Sandeep Bhairavnath Kogale,Independent,2222,2,2224,0.17,loss
Maharashtra,Kolhapur,16,NOTA,None of the Above,8659,32,8691,0.65,loss
Maharashtra,Latur,1,Kamant Machhindra Gunwantrao,Indian National Congress,370835,1549,372384,31.65,loss
Maharashtra,Latur,2,Dr.Siddharthkumar Digambarrao Suryawanshi,Bahujan Samaj Party,6509,40,6549,0.56,loss
Maharashtra,Latur,3,Sudhakar Tukaram Shrangare,Bharatiya Janata Party,657590,3905,661495,56.22,loss
Maharashtra,Latur,4,Arun Ramrao Sontakke,Bahujan Republican Socialist Party,5199,9,5208,0.44,loss
Maharashtra,Latur,5,Dattu Prabhakar Karanjikar,Bahujan Mukti Party,2184,10,2194,0.19,loss
Maharashtra,Latur,6,Ram Garkar,Vanchit Bahujan Aaghadi,111780,475,112255,9.54,loss
Maharashtra,Latur,7,Rupesh Shamrao Shanke,Swatantra Bharat Paksha,4329,27,4356,0.37,loss
Maharashtra,Latur,8,Kamble Madhukar Sambhaji,Independent,1324,2,1326,0.11,loss
Maharashtra,Latur,9,Papita Raosaheb Randive,Independent,2091,4,2095,0.18,loss
Maharashtra,Latur,10,Ramesh Nivruti Kamble,Independent,2112,4,2116,0.18,loss
Maharashtra,Latur,11,NOTA,None of the Above,6511,53,6564,0.56,loss
Maharashtra,Madha,1,Aappa Aaba Lokare,Bahujan Samaj Party,6839,44,6883,0.57,loss
Maharashtra,Madha,2,Ranjeetsinha Hindurao Naik- Nimbalkar,Bharatiya Janata Party,583191,3123,586314,48.2,loss
Maharashtra,Madha,3,Sanjaymama Vitthalrao Shinde,Nationalist Congress Party,498441,2109,500550,41.15,loss
Maharashtra,Madha,4,Navnath Bhimrao Patil,Hindusthan Praja Paksha,3743,7,3750,0.31,loss
Maharashtra,Madha,5,Nanaso Ramhari Yadav,Bharatiya Praja Surajya Paksha,1384,2,1386,0.11,loss
Maharashtra,Madha,6,Bramhakumari Pramilaben,Akhil Bhartiya Ekata Party,1002,4,1006,0.08,loss
Maharashtra,Madha,7,Keskar Maruti Shivram,Bahujan Azad Party,6584,23,6607,0.54,loss
Maharashtra,Madha,8,Er. Ramchandra Mayyappa Ghutukade,Bahujan Republican Socialist Party,1078,5,1083,0.09,loss
Maharashtra,Madha,9,Adv. Vijayrao More,Vanchit Bahujan Aaghadi,51349,183,51532,4.24,loss
Maharashtra,Madha,10,Shahajahan Paigambar Shaikh,Bahujan Maha Party,4811,3,4814,0.4,loss
Maharashtra,Madha,11,Sunil Gunda Jadhav,Bahujan Mukti Party,2017,7,2024,0.17,loss
Maharashtra,Madha,12,Ajinath Laxman Kevate,Independent,1510,2,1512,0.12,loss
Maharashtra,Madha,13,Ajinkya Aakaram Salunkhe,Independent,1736,4,1740,0.14,loss
Maharashtra,Madha,14,Annaso Sukhadev Maske,Independent,3222,0,3222,0.26,loss
Maharashtra,Madha,15,Aware Siddheshwar Bharat,Independent,1910,1,1911,0.16,loss
Maharashtra,Madha,16,Dattatrya Bhanudas Khatke Alias Bandunana Khatke,Independent,2399,0,2399,0.2,loss
Maharashtra,Madha,17,Dilip Ramchandra Jadhav,Independent,1935,0,1935,0.16,loss
Maharashtra,Madha,18,Daulat Umaji Shitole,Independent,12859,10,12869,1.06,loss
Maharashtra,Madha,19,Nandu Sambhaji More,Independent,2211,3,2214,0.18,loss
Maharashtra,Madha,20,Mohan Vishnu Raut,Independent,973,0,973,0.08,loss
Maharashtra,Madha,21,Ramdas Mane,Independent,3010,6,3016,0.25,loss
Maharashtra,Madha,22,Rohit More,Independent,1118,1,1119,0.09,loss
Maharashtra,Madha,23,Vijayraj Balasaheb Mane Deshmukh,Independent,661,1,662,0.05,loss
Maharashtra,Madha,24,Adv. Vijayanand Shankarrao Shinde,Independent,626,3,629,0.05,loss
Maharashtra,Madha,25,Vishvambhar Narayan Kashid,Independent,1156,1,1157,0.1,loss
Maharashtra,Madha,26,Adv. Sachin Bhaskar Jore,Independent,752,0,752,0.06,loss
Maharashtra,Madha,27,Sachin Dnyaneshwar Padalkar,Independent,1191,6,1197,0.1,loss
Maharashtra,Madha,28,Savita Ankush Aiwle,Independent,1445,6,1451,0.12,loss
Maharashtra,Madha,29,Santosh Balasaheb Bichukale,Independent,1418,0,1418,0.12,loss
Maharashtra,Madha,30,Sandip Janaradhan Kharat,Independent,5002,2,5004,0.41,loss
Maharashtra,Madha,31,Sandip Vitthal Pol,Independent,1517,7,1524,0.13,loss
Maharashtra,Madha,32,NOTA,None of the Above,3642,24,3666,0.3,loss
Maharashtra,Maval,1,Adv. Kanade Sanjay Kisan,Bahujan Samaj Party,10185,12,10197,0.74,loss
Maharashtra,Maval,2,PARTH AJIT PAWAR,Nationalist Congress Party,503375,1375,504750,36.87,loss
Maharashtra,Maval,3,SHRIRANG APPA CHANDU BARNE,Shivsena,718950,1713,720663,52.65,loss
Maharashtra,Maval,4,Jagdish alias Ayyappa Shamrao Sonawane,Kranti Kari Jai Hind Sena,5240,2,5242,0.38,loss
Maharashtra,Maval,5,JAYA SANJAY PATIL,Ambedkarite Party of India,2327,1,2328,0.17,loss
Maharashtra,Maval,6,PANDHARINATH NAMDEO PATIL,Bahujan Mukti Party,2565,5,2570,0.19,loss
Maharashtra,Maval,7,Prakash Bhivaji Mahadik,Bhartiya Navjawan Sena (Paksha),1091,4,1095,0.08,loss
Maharashtra,Maval,8,MADAN SHIVAJI PATIL,Bharatiya Praja Surajya Paksha,2243,0,2243,0.16,loss
Maharashtra,Maval,9,RAJARAM NARAYAN PATIL,Vanchit Bahujan Aaghadi,75713,191,75904,5.55,loss
Maharashtra,Maval,10,SUNIL BABAN GAIKWAD,Bahujan Republican Socialist Party,1748,7,1755,0.13,loss
Maharashtra,Maval,11,AJAY HANUMANT LONDHE,Independent,1042,2,1044,0.08,loss
Maharashtra,Maval,12,Amruta Abhijit Apte,Independent,1694,2,1696,0.12,loss
Maharashtra,Maval,13,Navnath Vishwanath Dudhal,Independent,2800,2,2802,0.2,loss
Maharashtra,Maval,14,PRASHANT alias BABARAJE GANPAT DESHMUKH,Independent,6310,8,6318,0.46,loss
Maharashtra,Maval,15,BALKRUSHNA DHANAJI GHARAT,Independent,3603,0,3603,0.26,loss
Maharashtra,Maval,16,RAKESH PRABHAKAR CHAVAN,Independent,3225,0,3225,0.24,loss
Maharashtra,Maval,17,RAJENDRA MARUTI KATE (PATIL),Independent,1638,1,1639,0.12,loss
Maharashtra,Maval,18,VIJAY HANUMANT RANDIL,Independent,2093,0,2093,0.15,loss
Maharashtra,Maval,19,SURAJ ASHOKRAO KHANDARE,Independent,1873,0,1873,0.14,loss
Maharashtra,Maval,20,SURESH SHRIPATI TAUR,Independent,1083,0,1083,0.08,loss
Maharashtra,Maval,21,Dr. SOMNATH ALIAS BALASHAHEB ARJUN POL,Independent,970,0,970,0.07,loss
Maharashtra,Maval,22,NOTA,None of the Above,15747,32,15779,1.15,loss
Maharashtra,Mumbai South,1,Arvind Ganpat Sawant,Shivsena,420530,1407,421937,52.64,loss
Maharashtra,Mumbai South,2,Gautam Sureshkumar Mistrilal,Bahujan Samaj Party,4320,9,4329,0.54,loss
Maharashtra,Mumbai South,3,Deora Milind Murli,Indian National Congress,321362,508,321870,40.15,loss
Maharashtra,Mumbai South,4,Dr. Anil Kumar,Vanchit Bahujan Aaghadi,30213,135,30348,3.79,loss
Maharashtra,Mumbai South,5,Abbas F. Chhatriwala,Jan Adhikar Party,528,0,528,0.07,loss
Maharashtra,Mumbai South,6,Irfan Shaikh,Ambedkarite Party of India,1391,0,1391,0.17,loss
Maharashtra,Mumbai South,7,Adv. Ramchandra N. Kachave,Kranti Kari Jai Hind Sena,735,2,737,0.09,loss
Maharashtra,Mumbai South,8,Shehbaj Rathod,Jai Maha Bharath Party,1347,0,1347,0.17,loss
Maharashtra,Mumbai South,9,Adv. Sahil L . Shah,Bhartiya Manavadhikaar Federal Party,513,1,514,0.06,loss
Maharashtra,Mumbai South,10,Hamir kalidas Vinjuda,Bahujan Republican Socialist Party,496,0,496,0.06,loss
Maharashtra,Mumbai South,11,Rajesh B. Dayal,Independent,449,0,449,0.06,loss
Maharashtra,Mumbai South,12,Shankar Sonawane,Independent,876,3,879,0.11,loss
Maharashtra,Mumbai South,13,Sai Shrivastav,Independent,1670,1,1671,0.21,loss
Maharashtra,Mumbai South,14,NOTA,None of the Above,15071,44,15115,1.89,loss
Maharashtra,Mumbai North,1,Urmila Matondkar,Indian National Congress,240956,475,241431,24.39,loss
Maharashtra,Mumbai North,2,Gopal Shetty,Bharatiya Janata Party,705555,1123,706678,71.4,loss
Maharashtra,Mumbai North,3,Manojkumar Jayprakash Singh,Bahujan Samaj Party,3924,1,3925,0.4,loss
Maharashtra,Mumbai North,4,Andrew John Fernandes,Hum Bhartiya Party,905,1,906,0.09,loss
Maharashtra,Mumbai North,5,Ankushrao Shivajirao Patil,Rashtriya Maratha Party,387,1,388,0.04,loss
Maharashtra,Mumbai North,6,Chandaliya Samaysingh Anand,Bahujan Mukti Party,440,9,449,0.05,loss
Maharashtra,Mumbai North,7,Chhannu Sahadewrao Sontakkey,Bharat Prabhat Party,274,0,274,0.03,loss
Maharashtra,Mumbai North,8,Thorat Sunil Uttamrao,Vanchit Bahujan Aaghadi,15629,62,15691,1.59,loss
Maharashtra,Mumbai North,9,Dr. Pawan Kumar Pandey,Sarvodaya Bharat Party,422,1,423,0.04,loss
Maharashtra,Mumbai North,10,Fateh Mohd. Mansuri Shaikh,Bhartiya Lokmat Rashtrwadi Party,1234,0,1234,0.12,loss
Maharashtra,Mumbai North,11,Ranjit Bajrangi Tiwari,Naitik Party,256,0,256,0.03,loss
Maharashtra,Mumbai North,12,Comrade Vilas Hiwale,Marxist Leninist Party of India (Red Flag),489,0,489,0.05,loss
Maharashtra,Mumbai North,13,Akhtar Munshi Paper Wala,Independent,292,0,292,0.03,loss
Maharashtra,Mumbai North,14,Ansari Mohd. Azad,Independent,634,0,634,0.06,loss
Maharashtra,Mumbai North,15,Amol Ashokrao Jadhav,Independent,897,3,900,0.09,loss
Maharashtra,Mumbai North,16,B. K. Gadhavi,Independent,1392,1,1393,0.14,loss
Maharashtra,Mumbai North,17,Milind Shankar Repe,Independent,1351,1,1352,0.14,loss
Maharashtra,Mumbai North,18,Dr. Raies Khan,Independent,1078,0,1078,0.11,loss
Maharashtra,Mumbai North,19,NOTA,None of the Above,11941,25,11966,1.21,loss
Maharashtra,Mumbai North central,1,IMRAN MUSTAFA KHAN,Bahujan Samaj Party,4190,5,4195,0.47,loss
Maharashtra,Mumbai North central,2,DUTT PRIYA SUNIL,Indian National Congress,356298,369,356667,39.55,loss
Maharashtra,Mumbai North central,3,POONAM MAHAJAN,Bharatiya Janata Party,485815,857,486672,53.97,loss
Maharashtra,Mumbai North central,4,ABDUR REHMAN ANJARIA,Vanchit Bahujan Aaghadi,33626,77,33703,3.74,loss
Maharashtra,Mumbai North central,5,KURBAN SHAHADAT HUSSAIN,Rashtriya Ulama Council,613,0,613,0.07,loss
Maharashtra,Mumbai North central,6,ADV. FEROZ A. SHAIKH,Jan Adhikar Party,411,0,411,0.05,loss
Maharashtra,Mumbai North central,7,MILIND (ANNA) KAMBLE,Bharat Jan Aadhar Party,486,2,488,0.05,loss
Maharashtra,Mumbai North central,8,MEHEDI IQBAL HASAN SAYYED,Ambedkar National Congress,261,0,261,0.03,loss
Maharashtra,Mumbai North central,9,MOHAMMAD MEHMOOD SYED SHAH,All India Minorities Front,722,0,722,0.08,loss
Maharashtra,Mumbai North central,10,MOHAMMAD MOBIN SHAIKH (AZMI),Peace Party,671,0,671,0.07,loss
Maharashtra,Mumbai North central,11,RAJESH NANDLAL BHAVSAR,Bhartiya Manavadhikaar Federal Party,284,0,284,0.03,loss
Maharashtra,Mumbai North central,12,AKSHAY KACHARU SANAP,Independent,454,0,454,0.05,loss
Maharashtra,Mumbai North central,13,ANKUSH RAMCHANDRA KARANDE,Independent,535,0,535,0.06,loss
Maharashtra,Mumbai North central,14,JOY NAGESH BHOSLE,Independent,942,0,942,0.1,loss
Maharashtra,Mumbai North central,15,NOORUDDIN AFTAB AZIMUDDIN SAYYED,Independent,858,0,858,0.1,loss
Maharashtra,Mumbai North central,16,MOHD. YAHIYA SIDDIQUE,Independent,1073,0,1073,0.12,loss
Maharashtra,Mumbai North central,17,ADV. VANSH BAHADUR SABHAJEET YADAV,Independent,496,1,497,0.06,loss
Maharashtra,Mumbai North central,18,SUNDER BABURAO PADMUKH,Independent,989,0,989,0.11,loss
Maharashtra,Mumbai North central,19,SNEHA (SAGAR) NIVRUTTI KALE,Independent,759,0,759,0.08,loss
Maharashtra,Mumbai North central,20,HARSHVARDHAN RAMSURESH PANDEY,Independent,321,0,321,0.04,loss
Maharashtra,Mumbai North central,21,NOTA,None of the Above,10647,22,10669,1.18,loss
Maharashtra,Mumbai North East,1,Patil Sanjay Dina,Nationalist Congress Party,287555,558,288113,31.7,loss
Maharashtra,Mumbai North East,2,Manoj Kotak,Bharatiya Janata Party,513579,1020,514599,56.61,loss
Maharashtra,Mumbai North East,3,Sanjay Chandrabahadur Singh (Kunwar),Bahujan Samaj Party,7770,7,7777,0.86,loss
Maharashtra,Mumbai North East,4,Adv. Ganesh Iyer,Bahujan Maha Party,1336,0,1336,0.15,loss
Maharashtra,Mumbai North East,5,Jayashri Minesh Shah,Bhartiya Manavadhikaar Federal Party,535,1,536,0.06,loss
Maharashtra,Mumbai North East,6,Dandge Sukhdev Chandu,Ambedkarite Party of India,711,0,711,0.08,loss
Maharashtra,Mumbai North East,7,Niharika Prakashchandra Khondalay,Vanchit Bahujan Aaghadi,68089,150,68239,7.51,loss
Maharashtra,Mumbai North East,8,Nutan Sharad Kumar Singh,Aapki Apni Party (Peoples),565,1,566,0.06,loss
Maharashtra,Mumbai North East,9,Adv. Vijay Janardan Shiktode,Bahujan Republican Socialist Party,462,1,463,0.05,loss
Maharashtra,Mumbai North East,10,Vinod Narayan Chaugule,Sanatan Sanskriti Raksha Dal,564,0,564,0.06,loss
Maharashtra,Mumbai North East,11,Shahenaz Begum Mohd Siraj Khan,Rashtriya Ulama Council,569,1,570,0.06,loss
Maharashtra,Mumbai North East,12,Sushma Maurya,Jan Adhikar Party,820,0,820,0.09,loss
Maharashtra,Mumbai North East,13,Shrikant Suburao Shinde,Bahujan Mukti Party,726,1,727,0.08,loss
Maharashtra,Mumbai North East,14,Anil Hebbar Koni,Independent,677,0,677,0.07,loss
Maharashtra,Mumbai North East,15,Kurhade Sneha Ravindra,Independent,1267,0,1267,0.14,loss
Maharashtra,Mumbai North East,16,Jatin Rangrao Harne,Independent,1573,0,1573,0.17,loss
Maharashtra,Mumbai North East,17,Jaywant Shriram Sawant (Pappa),Independent,1878,3,1881,0.21,loss
Maharashtra,Mumbai North East,18,Jitendra Kumar Nanaku Pal,Independent,779,0,779,0.09,loss
Maharashtra,Mumbai North East,19,Thoke Baban Sopan,Independent,344,0,344,0.04,loss
Maharashtra,Mumbai North East,20,Dayanand Jagannath Sohani,Independent,296,0,296,0.03,loss
Maharashtra,Mumbai North East,21,Deepak Digambar Shinde,Independent,291,1,292,0.03,loss
Maharashtra,Mumbai North East,22,Nilesh Ramchandra Kudtarkar,Independent,264,0,264,0.03,loss
Maharashtra,Mumbai North East,23,Pravin Chandrakant Kedare,Independent,388,0,388,0.04,loss
Maharashtra,Mumbai North East,24,Bhaskar Mohan Gaud,Independent,629,0,629,0.07,loss
Maharashtra,Mumbai North East,25,Rakesh Sambhaji Raul,Independent,218,1,219,0.02,loss
Maharashtra,Mumbai North East,26,Shahajirao Dhondiba Thorat,Independent,2063,0,2063,0.23,loss
Maharashtra,Mumbai North East,27,Shahina Parveen Shakil Ahmed Khan,Independent,834,0,834,0.09,loss
Maharashtra,Mumbai North East,28,NOTA,None of the Above,12446,20,12466,1.37,loss
Maharashtra,Mumbai North West,1,Gajanan Kirtikar,Shivsena,569018,1045,570063,60.55,loss
Maharashtra,Mumbai North West,2,Sanjay Nirupam,Indian National Congress,309517,218,309735,32.9,loss
Maharashtra,Mumbai North West,3,Ajay Kailashnath Dubey,Jan Adhikar Party,2081,2,2083,0.22,loss
Maharashtra,Mumbai North West,4,Arora Surinder Mohan,Bharat Jan Aadhar Party,1180,0,1180,0.13,loss
Maharashtra,Mumbai North West,5,Chandrashekhar Sharma,Bhartiya Manavadhikaar Federal Party,574,0,574,0.06,loss
Maharashtra,Mumbai North West,6,Chhaya Sunil Tiwari,Janata Congress,1158,0,1158,0.12,loss
Maharashtra,Mumbai North West,7,Dharmendra Shriram Pal,Rashtravadi Kranti Dal,475,0,475,0.05,loss
Maharashtra,Mumbai North West,8,Vijay Marothi Koyale,Rashtriya Maratha Party,489,2,491,0.05,loss
Maharashtra,Mumbai North West,9,Shakuntala Mariya Kushalkar,Prabuddha Republican Party,749,0,749,0.08,loss
Maharashtra,Mumbai North West,10,Shaikh Abusalim Arunahak,Rashtriya Ulama Council,449,0,449,0.05,loss
Maharashtra,Mumbai North West,11,Subhash Passi,Samajwadi Party,5847,3,5850,0.62,loss
Maharashtra,Mumbai North West,12,Suresh Sundar Shetty,Vanchit Bahujan Aaghadi,23367,55,23422,2.49,loss
Maharashtra,Mumbai North West,13,Harishankar Shivpujan Yadav,Aapki Apni Party (Peoples),441,0,441,0.05,loss
Maharashtra,Mumbai North West,14,Aftab Mashwood Khan,Independent,499,0,499,0.05,loss
Maharashtra,Mumbai North West,15,Gajanan Tukaram Sonkamble,Independent,848,0,848,0.09,loss
Maharashtra,Mumbai North West,16,Prabhakar Tarapado Sadhu,Independent,1912,0,1912,0.2,loss
Maharashtra,Mumbai North West,17,Madan Banwarilal Agrawal,Independent,1300,0,1300,0.14,loss
Maharashtra,Mumbai North West,18,Adv. Mitesh Varshney,Independent,638,0,638,0.07,loss
Maharashtra,Mumbai North West,19,Vijendra Kumar Rai,Independent,407,0,407,0.04,loss
Maharashtra,Mumbai North West,20,Shashikant Kundalik Kadam,Independent,442,1,443,0.05,loss
Maharashtra,Mumbai North West,21,Sanjay Vishwanath Sakpal,Independent,555,0,555,0.06,loss
Maharashtra,Mumbai North West,22,NOTA,None of the Above,18185,40,18225,1.94,loss
Maharashtra,Mumbai South central,1,Ahmed Shakil Sagir Ahmed Shaikh,Bahujan Samaj Party,8623,12,8635,1.08,loss
Maharashtra,Mumbai South central,2,Eknath M. Gaikwad,Indian National Congress,272393,381,272774,34.21,loss
Maharashtra,Mumbai South central,3,Rahul Ramesh Shewale,Shivsena,423743,1170,424913,53.3,loss
Maharashtra,Mumbai South central,4,Godfrey Noble,Desiya Makkal Sakthi Katchi,2198,1,2199,0.28,loss
Maharashtra,Mumbai South central,5,Deepak Bhagoji Kamble,Ambedkarite Party of India,1154,1,1155,0.14,loss
Maharashtra,Mumbai South central,6,Baddy Hemantkumar Reddy,Bahujan Mukti Party,645,2,647,0.08,loss
Maharashtra,Mumbai South central,7,Balasaheb Jagannath Sable,Bhartiya Manavadhikaar Federal Party,665,0,665,0.08,loss
Maharashtra,Mumbai South central,8,Bhosale Sanjay Sushil,Vanchit Bahujan Aaghadi,63256,156,63412,7.95,loss
Maharashtra,Mumbai South central,9,Adv. Mahendra Tulshiram Bhingardive,Anti Corruption Dynamic Party,588,1,589,0.07,loss
Maharashtra,Mumbai South central,10,Adv. More Yogesh Vitthal,Bahujan Republican Socialist Party,707,1,708,0.09,loss
